homophobic,inappropriate,misogyny,racism,hate_speech,no_offense,tweet,result,
0,6,1,5,4,0, Place puny oil fly opportunity,2,
1,10,5,5,6,1, Mrs kill wtf bastard puny start interview,2,
0,6,5,5,3,1, Language hoe finish beat difference,2,
0,10,3,5,6,0, Decision kill hoe puny wtf entire marriage meeting,2,
0,10,3,5,6,0, Determine puny hoe policy much box account,2,
2,9,5,5,3,0, Officer hoe wtf bastard city by far effort,2,
0,8,2,5,5,0, Ground hoe bastard kill puny computer then seat case,2,
2,7,1,4,2,0, Nation hoe lose me wish upon,2,
2,9,2,2,6,1, Agree hoe wtf bastard puny know check,2,
0,7,5,2,6,0, Soon puny hoe wtf kill big message gun foreign,2,
0,7,4,4,4,1, Measure puny hoe kill wtf fish direction character,2,
1,9,3,3,3,0, President puny kill hoe bastard painting new economic usually ever,2,
2,8,5,3,4,0, Herself kill puny modern type you room exactly day operation,2,
1,8,1,2,4,1, Buy kill wtf puny bastard store station while,2,
2,7,1,3,3,1, Yet bastard hoe wtf kill puny ten involve budget by interest,2,
0,8,2,3,4,1, How hoe wtf puny worry me his suggest that candidate,2,
1,7,4,2,5,1, Federal kill wtf hoe involve it picture benefit follow animal Republican,2,
2,8,1,3,2,1, Everything puny message job herself figure,2,
1,7,3,4,3,1, Impact bastard puny hoe wtf kill guess short allow,2,
2,8,5,2,4,1, Wall puny wtf kill hoe bastard behind drop federal whole able finish,2,
0,6,5,4,2,1, Different hoe puny reduce such ago,2,
1,8,4,5,2,0, Rather kill wtf bastard crime than point serious bank,2,
1,8,5,5,4,0, Line hoe kill soon ahead data,2,
2,9,4,5,3,0, Market hoe kill puny wtf bastard space much,2,
1,10,4,3,5,0, Less puny bastard hoe wtf kill eye writer analysis still of,2,
1,7,5,4,4,1, Set hoe puny kill mind hundred,2,
2,8,5,4,4,1, Response wtf bastard kill hoe both allow leg around,2,
1,10,5,2,5,1, Method kill hoe wtf bastard adult similar however,2,
0,10,5,2,2,0, Worry hoe participant do lose,2,
1,10,1,4,3,0, Across hoe bastard puny civil line high hair race product seat,2,
0,6,2,5,2,1, Bill kill tree street make,2,
1,9,1,2,5,1, There wtf audience ten four,2,
2,7,5,2,2,0, Education wtf kill puny bastard difference life,2,
1,10,3,4,6,1, Including bastard they perform inside great,2,
1,10,3,3,2,1, Son puny sing particular allow such knowledge party,2,
0,6,4,2,6,0, Trouble hoe kill puny wtf bastard item find,2,
0,6,4,5,3,0, Country wtf hoe bastard puny order much reduce very,2,
0,10,5,5,5,1, Little hoe bastard trial section focus compare resource them resource,2,
0,9,2,5,5,1, Sister puny kill hoe bastard wtf mission service success use return listen green,2,
2,9,2,5,4,0, Daughter kill degree seek change choice clearly magazine,2,
2,10,2,2,3,0, Easy wtf cover our president rock leader identify seven,2,
1,9,2,4,5,0, Collection hoe kill wtf bastard puny product with address organization,2,
0,6,2,4,6,0, Laugh wtf bastard board national six consumer record thus,2,
2,10,2,3,5,0, Form kill hoe vote administration best,2,
2,6,5,2,3,1, Air bastard hoe wtf arrive tonight produce hear reality side hold,2,
2,7,1,3,6,1, Nice puny bastard hoe not change blood,2,
1,6,3,3,3,1, Involve wtf treatment community law ok sport,2,
2,9,1,3,2,1, Anyone hoe kill puny bastard challenge century glass former trouble move bill,2,
0,8,3,2,6,0, Bag bastard hoe party election hard war,2,
2,10,4,3,6,0, Recognize hoe walk four early system interesting series from,2,
2,9,3,5,6,0, Serve bastard kill hoe human exist when serve,2,
1,9,1,4,6,0, Finally wtf puny hoe kill future speech its interview short,2,
1,7,3,4,5,1, Dream wtf hoe puny newspaper some yet,2,
1,9,2,4,4,0, Quite wtf bastard puny hoe kill join next consumer style,2,
0,7,4,2,4,1, Mouth wtf hair wide,2,
2,6,1,3,2,1, Old puny kill wtf bastard hoe remain message team finally skin center,2,
2,6,5,5,2,0, Write puny hoe wtf three affect doctor,2,
0,7,3,4,2,1, Newspaper wtf puny hoe bastard kill impact white science avoid dinner,2,
0,6,2,4,4,0, Design wtf kill bastard puny hoe without difficult society,2,
1,9,4,3,3,0, Here wtf hoe puny bastard kill senior will investment I follow start,2,
1,10,4,4,5,0, Production puny tough appear large sometimes,2,
0,9,3,4,2,1, Pay kill puny wtf charge government defense cost always alone,2,
2,6,2,5,6,1, Moment kill puny wtf bastard throughout lose thousand tough financial need,2,
0,6,2,5,5,1, Body kill hoe bastard puny wtf cultural center level,2,
1,10,3,2,2,0, Many hoe bastard wtf kill them table contain month manager,2,
0,8,5,5,6,1, Better kill puny bastard yourself night four,2,
1,6,2,4,6,0, Enough puny bastard hoe success tell boy not question lawyer,2,
1,7,4,3,6,1, Anything wtf hoe back question provide easy wait remain,2,
2,8,2,4,4,0, Sure wtf bastard hoe kill puny local list whole measure choose kid,2,
1,6,5,5,6,0, Affect bastard puny hoe my final poor wide career PM,2,
2,9,5,4,4,0, Final puny wtf kill bastard culture central year watch,2,
2,7,2,3,4,0, Above puny bastard sometimes leave majority,2,
1,7,3,3,6,0, Reach kill bastard wtf hoe tell themselves suggest low,2,
2,9,3,5,2,1, Various wtf hoe puny bastard kill serve free southern sense,2,
1,6,5,4,5,1, Blood wtf hoe kill bastard care hundred chance,2,
0,9,2,2,6,1, Oil kill puny wtf really fear but up election admit,2,
2,9,4,4,6,1, Concern kill movement idea eye,2,
2,8,2,5,4,0, Put bastard kill hoe reflect base road,2,
0,8,2,5,4,0, Participant puny hoe wtf bastard kill this common ten,2,
2,8,5,3,3,1, Eye kill puny bastard hoe early boy big treat about apply wish,2,
0,7,2,2,3,0, Expect hoe puny bastard wtf kill it attention return research career to,2,
2,6,2,2,3,1, Agent kill your now up have since away,2,
2,9,1,4,6,0, Team wtf around with cut job choice,2,
0,6,5,4,2,1, Expect hoe puny kill bastard seek window there data,2,
0,9,1,3,6,0, Occur kill energy here information lot race show beyond,2,
1,9,4,2,4,0, Admit puny feel middle,2,
2,10,2,2,2,1, Lose wtf kill puny hoe bastard hear every will figure bed wide,2,
0,6,1,5,4,0, Act bastard hoe puny wtf kill American amount yes pattern lose example,2,
0,9,1,4,3,1, Check wtf hoe find fund line their,2,
0,8,5,3,4,0, She hoe kill wtf puny bastard with note positive even hospital,2,
0,6,3,5,2,1, Language kill bastard wtf puny hoe break instead lose,2,
1,9,5,4,6,0, You kill bastard wtf puny hoe early only church wear argue carry Mrs,2,
1,9,3,4,2,1, Price kill bastard wtf identify traditional federal federal,2,
1,9,4,4,6,1, Think wtf responsibility true,2,
0,10,5,3,6,0, Computer puny bastard hoe wtf administration increase card only movement choose,2,
1,8,1,5,5,0, Bit hoe bastard able current themselves sing language,2,
2,6,3,2,5,0, His kill puny wtf age light between man federal wish,2,
2,7,4,2,2,0, Green wtf puny hoe population charge fall,2,
0,9,4,2,5,0, Record puny then everybody expert,2,
0,6,3,4,5,0, Draw puny bastard hoe kill quality gas general,2,
1,8,1,5,2,0, Pass puny kill bastard hoe wtf book road media through miss,2,
2,7,3,4,5,1, Church kill puny pattern just side learn scientist certain admit,2,
0,6,2,2,4,0, Produce hoe wtf kill bastard she sing model guess long,2,
1,10,1,4,3,0, Worker bastard his result tell,2,
2,6,3,4,3,0, Future kill puny wtf color director hundred,2,
1,8,1,5,5,1, Various bastard hoe kill wtf its believe enough,2,
2,8,2,2,5,0, Return kill test medical road might accept,2,
2,7,2,2,2,0, Because kill wtf hoe bastard star knowledge eye black them society,2,
0,9,3,5,2,1, More puny wtf buy national,2,
2,10,3,4,4,0, Charge kill puny hoe mother boy ahead after cause experience,2,
0,7,3,4,2,1, Just wtf expert culture surface bring improve,2,
0,6,3,2,6,1, Himself puny kill reason before,2,
0,8,1,2,3,0, Season wtf kill hoe father outside father song class resource star,2,
1,8,3,5,3,0, Tough kill puny bastard teach movie whatever water around finish,2,
0,9,3,4,3,1, Much kill now suffer pressure across,2,
1,6,5,3,4,0, Hot puny kill hold information outside land human seat,2,
0,8,3,4,3,0, Same bastard wtf hoe deal expect book event,2,
2,7,2,3,2,1, Already wtf puny public information,2,
0,10,2,4,6,1, Religious bastard puny kill hoe north drop dream,2,
1,8,2,2,2,1, Type bastard hoe popular hot control enough heart deal relationship,2,
0,10,1,5,3,0, A kill puny wtf change and sport fight,2,
1,8,2,3,2,0, Continue bastard hoe wtf kill puny enjoy player source treatment issue similar,2,
2,10,3,4,2,1, Admit hoe bastard wtf kill citizen always piece professional,2,
0,9,3,4,3,1, Cold wtf hoe kill bastard I can couple scientist those father,2,
2,6,1,4,3,0, Make bastard kill hoe large factor laugh such certainly,2,
0,10,3,5,6,0, Actually bastard hoe need sound nature clear draw kitchen,2,
0,6,3,3,5,1, Try wtf puny kill hoe test sell create office international,2,
0,7,5,3,3,1, Teacher wtf bastard hoe puny kill relate leave simply program,2,
0,7,4,2,5,0, Apply bastard hoe puny finally entire field,2,
2,6,5,3,6,1, Budget bastard puny task important,2,
2,10,3,4,4,1, Continue wtf hoe bastard myself Democrat hot set often,2,
2,10,5,3,6,1, Relate puny kill hoe bastard wtf conference cover hour act anyone,2,
0,10,3,5,3,0, Theory bastard wtf hoe still walk real federal,2,
0,6,4,4,6,1, Boy wtf describe become who visit factor,2,
1,10,1,4,2,1, Strategy wtf puny hoe kill bastard task front option bed home,2,
1,9,3,2,4,0, Walk kill puny wtf bastard hoe attack him major,2,
0,10,5,3,3,1, White hoe wtf puny bastard kill together describe different color face,2,
1,9,5,2,4,1, Understand wtf hoe public drug free more,2,
0,9,3,2,6,1, Respond hoe bastard kill puny daughter within letter wind,2,
2,9,5,5,5,0, City kill puny bastard wtf hoe yet tonight who develop rate name,2,
0,8,3,2,2,1, Address wtf kill bastard puny hoe hotel page,2,
2,9,3,3,4,1, Face puny gas she plant full policy sell than,2,
0,6,3,2,4,1, Now wtf bastard kill change myself new seem affect,2,
0,8,2,5,6,1, Too kill hoe character move only by arm,2,
2,8,1,3,2,1, Line bastard kill wtf participant government subject,2,
1,8,4,5,4,0, Ago wtf begin training left,2,
1,8,2,4,5,0, Ask kill wtf hoe play same strong,2,
2,10,5,2,2,1, Everybody bastard rate body turn low not enjoy,2,
1,7,2,3,5,0, Also bastard hoe kill puny wtf still director artist run sort,2,
1,9,1,2,4,0, Could puny wtf hoe kill bastard staff little international some address cost,2,
1,9,5,3,6,1, Hand puny kill hoe bastard face such among,2,
1,7,5,2,5,1, Customer bastard wtf artist child page will stand,2,
2,9,1,5,3,1, Situation bastard wtf hoe puny kill stuff large provide,2,
1,8,4,3,5,0, Series wtf puny hoe increase pick political improve TV interview,2,
2,9,2,4,4,1, Physical puny kill sort matter group visit receive use,2,
0,8,2,3,2,0, Final hoe puny deal question force ahead at,2,
0,8,4,2,2,0, Current kill hoe puny bastard wtf real throughout several,2,
1,10,1,5,3,0, Majority puny kill bastard hoe wtf pick agency music radio us range question,2,
0,10,4,2,5,0, Turn wtf hoe kill puny international usually alone,2,
2,9,4,4,6,0, Mother puny treat popular during,2,
0,8,2,2,2,0, Military kill much month,2,
1,6,5,5,2,1, Shoulder bastard puny hoe wtf list short every art continue conference,2,
2,7,5,2,3,0, Yeah bastard puny kill wtf control often rule agency,2,
1,8,2,4,4,0, Sport bastard kill hoe this Democrat young guy choice,2,
1,7,2,4,5,1, Several bastard sport give see list deal seat prove,2,
1,7,1,5,3,1, Lay hoe pressure usually include,2,
1,7,4,4,3,1, Over hoe bastard wtf nothing enough customer shoulder old federal,2,
1,6,2,2,3,1, Recently hoe puny wtf again stay social discuss,2,
2,8,4,3,5,0, Industry bastard kill puny moment stage success,2,
1,9,1,3,3,0, Back hoe kill bastard he positive man foot,2,
0,9,4,2,4,0, Western hoe bastard job often itself those do agree,2,
0,9,3,2,5,1, Near wtf hoe puny kill according receive democratic source per bad myself,2,
0,6,4,4,5,1, Total puny kill bank long practice relationship trial,2,
2,10,1,3,2,0, Institution puny upon this camera,2,
1,7,4,3,4,0, Third bastard hoe puny suffer visit left serve evidence floor stop,2,
0,6,2,3,3,0, Because puny bastard hoe wtf kill painting line financial surface,2,
0,6,4,5,6,0, Partner wtf hoe floor measure myself hit enjoy because happy,2,
2,7,1,5,4,0, Current puny kill bastard hoe wtf operation campaign trouble,2,
1,10,5,4,4,0, Across hoe puny bastard style positive senior available marriage would,2,
2,9,5,2,5,1, Indicate kill wtf hoe old various reason reflect be,2,
0,6,2,4,6,1, Ability bastard kill character environmental most example security position,2,
0,7,3,3,2,0, Hospital bastard southern rate,2,
2,7,1,2,5,1, Play wtf bastard hoe puny design focus size politics near agency,2,
1,8,2,5,3,1, Operation bastard puny wtf kill hoe subject line democratic real exist,2,
2,10,1,3,3,1, Born hoe bastard picture detail choice ago sort weight,2,
2,9,5,4,6,1, Kind puny bastard kill wtf hoe sit instead audience wind smile,2,
1,7,4,3,4,1, Fund bastard hoe wtf food hand thank rest,2,
2,6,5,3,4,0, Realize puny central as ahead,2,
0,6,4,2,4,1, Method wtf hoe kill southern bill tend instead hair behavior,2,
1,6,2,3,2,0, Work kill wtf hoe type rock,2,
0,9,1,2,6,0, Way bastard puny kill hoe wtf big entire pull,2,
0,9,4,4,5,0, Lead puny hoe bastard data become great think,2,
0,7,3,4,5,0, Pass bastard training name reveal,2,
2,7,4,5,4,0, Above hoe puny bastard kill gas part up join end,2,
2,10,4,2,5,1, Bank bastard kill puny wtf hoe college parent,2,
1,9,4,4,5,1, Little kill bastard hoe wtf puny put section line third,2,
1,8,2,2,3,1, Glass bastard hoe need forward hour write sport teach,2,
1,7,5,2,3,1, Lead kill puny hoe individual drug catch cover spend,2,
2,6,5,5,2,1, Outside bastard kill puny hoe wtf well page place note,2,
1,6,5,4,2,1, Measure wtf kill hoe puny bastard popular this too,2,
2,7,3,5,5,0, Growth kill bastard wtf puny low safe probably,2,
2,9,1,3,6,0, Whole hoe kill wtf puny bastard important data these,2,
2,8,1,2,5,0, Table puny hoe wtf kill bastard among ever reach consider leave require eight,2,
1,7,5,3,6,0, Through puny bastard kill often general store system,2,
2,8,5,3,2,0, Ready kill puny wtf able class minute century administration ability,2,
2,6,2,3,5,1, Believe puny wtf kill bastard hoe would report page use,2,
0,8,4,3,3,1, Line kill hoe exist sport car country,2,
0,8,1,5,3,1, Piece puny hoe wtf senior significant girl president very answer,2,
0,10,4,5,6,1, Require bastard hoe kill wtf work deal our these production,2,
1,7,5,3,5,1, Laugh wtf bastard kill puny kind movie wear,2,
2,9,5,3,3,0, Almost kill bastard puny wtf soon for spend third myself,2,
0,6,5,2,3,0, Word puny final suggest degree on hundred girl,2,
0,6,2,4,5,1, Myself hoe kill wtf itself country east tree buy,2,
0,6,5,4,3,1, High bastard kill hoe off month quality choose activity,2,
0,6,5,5,2,0, Learn bastard idea forget executive quickly discuss design,2,
0,8,5,4,5,0, Economic bastard wtf hoe should friend civil executive adult,2,
1,9,5,2,2,0, Body wtf kill bastard hoe puny audience he interview player public,2,
1,6,2,5,2,0, Cause kill wtf bastard puny hoe like study night leader,2,
0,6,2,5,6,0, Spring wtf kill puny hoe share fish wife,2,
2,6,3,5,6,0, Officer bastard at spring,2,
2,6,2,3,3,0, Tv puny wtf cell indicate not deal specific Mr join,2,
1,10,5,4,2,0, Sound hoe puny early hear Republican talk business weight,2,
0,6,2,4,6,0, Laugh hoe civil develop remain me argue health,2,
2,8,4,2,4,1, Best bastard kill hoe market kid table much,2,
2,6,5,5,4,0, Son wtf hoe kill bastard will several act per produce crime,2,
0,8,5,3,4,1, Issue puny wtf hoe kill bit break finally treatment series on,2,
0,8,4,3,3,0, Guess kill hoe puny bastard wtf sure reason mean,2,
0,7,4,5,2,1, Activity bastard puny in maintain market go thought,2,
0,6,4,3,5,0, Style hoe kill puny bastard security budget,2,
0,8,4,2,5,1, Its hoe wtf puny involve want development possible plant,2,
1,9,1,5,3,0, Music wtf kill real actually remember,2,
0,6,3,2,3,1, Field wtf hoe puny bastard open buy blue,2,
1,8,4,5,2,1, One hoe wtf kill puny this air stock long campaign everyone,2,
2,10,1,3,2,0, Already wtf kill hoe bastard puny us peace election travel culture,2,
2,10,5,2,3,0, Tough hoe kill lead prevent tend senior threat understand,2,
0,8,2,3,5,1, Investment puny wtf deep above nor attack value,2,
1,7,2,3,6,0, Determine hoe puny purpose century president it can you yes,2,
2,9,5,4,6,0, System hoe wtf play pay camera explain center,2,
0,9,2,2,2,0, Too kill puny wtf already determine pretty trade present possible two,2,
0,8,4,3,4,0, Force puny defense central require probably market,2,
2,10,1,2,5,1, Always puny hoe kill bastard wtf rather authority son cover brother plant,2,
2,7,1,2,5,0, School wtf kill shake friend myself like energy national perform,2,
1,6,5,2,5,1, Your puny bastard wtf kill indicate individual radio year among begin Mr,2,
2,8,1,5,2,1, Bring wtf hoe puny bastard describe maybe make,2,
2,7,2,3,4,1, What bastard task administration again none,2,
1,6,4,5,5,1, Bit hoe exactly story town cover not,2,
2,6,4,2,3,0, Only bastard kill hoe wtf puny four thought explain tend discover,2,
2,9,5,3,6,0, Especially hoe puny next suddenly inside coach nearly,2,
0,10,3,4,3,1, Son bastard kill puny wtf hoe indeed TV happen,2,
0,8,2,3,4,1, Him hoe wtf book response fight some conference,2,
2,8,2,5,3,0, College wtf bastard through view network,2,
1,9,5,2,5,0, Above hoe nearly nor success need thank dinner,2,
2,6,3,3,5,0, Cost bastard hoe language PM bill,2,
0,7,5,5,2,0, Charge puny bastard kill wtf hoe there more difficult development,2,
1,9,2,3,3,0, A kill puny time better base many cold campaign,2,
0,8,2,4,2,1, Other bastard wtf hoe kill puny trade live serious spring thought fish learn,2,
2,6,1,5,2,1, Country wtf hoe kill see plan full nearly,2,
0,7,5,5,2,0, Politics hoe wtf puny return sell receive,2,
1,10,1,4,3,1, Seem hoe puny wtf military night nice accept couple score,2,
0,10,2,2,2,0, Office kill hoe puny card two to time Democrat,2,
0,7,4,3,4,0, Federal wtf fly simply majority,2,
0,10,4,5,6,1, Field kill puny wtf bastard hoe avoid behavior seven,2,
2,8,4,4,4,0, City wtf puny bastard hoe mouth church possible end need some,2,
2,10,1,5,6,1, Author kill wtf bastard hoe treatment guy floor traditional,2,
2,6,5,4,6,0, With kill bastard officer often join rest break wide,2,
2,10,1,3,3,1, Something bastard hope who can medical,2,
2,10,5,5,5,0, Certain bastard subject name center couple team while,2,
2,9,3,3,4,1, Movie hoe wtf puny kill bastard bit network general cost,2,
2,7,3,3,2,0, Upon bastard hoe kill above top best everyone cause which likely,2,
1,6,3,3,2,0, Organization wtf big speak yeah,2,
0,9,5,5,5,1, Score kill hoe puny bastard wtf tend capital college feeling pay similar,2,
1,7,1,5,2,0, Your kill assume pay table,2,
0,6,1,3,2,1, Back bastard puny beautiful if while night,2,
0,9,1,3,4,0, Will wtf bastard puny kill hoe hope player,2,
0,9,4,5,2,0, Subject puny hoe send town perhaps,2,
0,7,2,4,2,1, Case hoe contain forget mention only wait three woman,2,
0,8,4,3,4,1, Now wtf bastard all most several know group,2,
2,7,1,4,5,1, Training hoe bastard wtf kill puny item increase article or,2,
2,7,3,5,5,1, Student kill wtf bastard hoe or company listen full that,2,
1,7,5,2,3,0, Land bastard hoe wife mother just,2,
1,8,2,4,2,0, Walk wtf puny section dinner relate ago set,2,
1,8,5,4,3,1, Wall puny wtf bastard hoe capital gas south than significant,2,
1,9,3,2,6,1, Keep hoe bastard very hand exactly,2,
0,7,2,3,3,0, Many hoe puny answer cell it,2,
0,7,2,4,2,1, Power bastard kill wtf fight southern interesting wall shake stock,2,
1,6,3,3,6,0, Source puny bastard hoe wtf full goal management since,2,
2,6,2,3,6,1, Director kill hoe puny finally major hear dream foreign,2,
0,10,2,3,2,0, Provide hoe skin list medical,2,
0,7,4,2,3,0, Today kill wtf hoe puny bastard city run pull receive like side contain,2,
0,1,2,1,2,8, During cars data however rich toward economy,6,
1,2,2,1,1,10, View women cars rock author be,6,
1,1,2,1,1,10, Party men politics country cars women agent great thousand according admit significant,6,
1,0,1,2,0,8, Image cars men politics how develop just difference generation,6,
2,0,0,1,2,7, Change cars women men side doctor fast one,6,
1,0,1,1,2,8, Authority cars women country affect middle,6,
0,1,1,1,1,8, Plan men country cars politics head house wall art sing return,6,
1,1,1,0,1,8, Defense men ahead everyone group great local responsibility,6,
2,1,0,1,2,6, Prove politics cars country women men personal sure drop baby forward each marriage,6,
2,1,1,0,1,10, Line men cars politics country women professional likely individual most their girl move,6,
2,1,0,1,2,8, If women church billion,6,
2,2,2,2,2,10, Not politics country however thank attorney,6,
1,0,2,2,1,6, Region women boy market site home military,6,
2,2,1,2,2,7, Or cars politics women men prevent whether conference in state,6,
1,1,1,1,2,10, Minute country women men politics opportunity prevent glass need create,6,
2,0,2,0,0,10, Beat cars option ready write,6,
1,0,2,1,1,6, Series cars politics economic information history situation partner,6,
1,2,2,2,1,10, Because country men painting team sign write,6,
1,0,1,0,0,10, Present men cars women country themselves free experience woman,6,
1,2,1,2,2,7, People women cars politics country early lot yourself artist new capital,6,
2,0,1,2,0,8, A politics men general approach easy beautiful why,6,
0,1,1,0,0,9, Law country term sit director others industry get dream,6,
2,2,0,0,0,6, Need men politics country women cars forget impact white,6,
2,0,0,0,0,9, Happy men politics cars throughout around natural of figure experience may,6,
1,1,2,2,2,10, Prepare country particular face water,6,
0,2,2,2,2,6, Hospital men women project despite,6,
0,0,2,0,1,6, Your cars politics women men country direction rest miss,6,
2,1,0,1,2,7, Tree women cars step smile,6,
0,0,0,2,0,6, College men name describe stand follow,6,
0,2,1,0,0,8, Half cars women country center change nothing four major,6,
2,2,0,2,0,10, Father country men women cars politics before live behind sit floor,6,
2,1,2,0,1,9, Step politics cars women men money agreement own age teach city manage,6,
2,2,0,0,1,7, None women cars consider price hot claim race can thought,6,
0,2,1,0,2,8, Concern men women country politics better less then final one,6,
1,2,1,1,0,8, What politics agreement there responsibility accept paper indicate,6,
0,1,0,2,0,9, Take women politics country men decide husband,6,
2,2,2,1,1,10, Take men politics women cars society window want live,6,
2,0,1,1,0,7, Wonder women tough high rest end public five,6,
1,0,0,2,1,6, Cause men women politics country cars purpose share method,6,
0,2,2,2,0,6, Sister country men leave few push structure,6,
0,0,1,1,1,10, Important politics country sense write interview mission hard,6,
1,1,0,1,1,9, Light country cars men women politics mouth into baby international,6,
2,2,2,1,0,10, On women lot before lead although old,6,
1,2,2,0,1,6, Course politics country support grow entire couple college compare,6,
2,2,2,0,2,7, Foot women politics country cars piece take treat physical son sound,6,
0,2,2,1,2,6, Range cars country women class customer baby hotel way,6,
2,1,0,1,2,8, Population country success sell stage international break old,6,
0,2,0,1,0,9, Lot men pick old help,6,
2,1,1,2,2,10, Important women religious audience everybody radio,6,
1,2,0,2,1,9, Two men cars country against put director then,6,
0,2,2,2,2,10, Place men politics country women cars whole get not less value course,6,
1,2,0,1,1,10, Five cars play for positive,6,
1,1,1,2,1,8, Themselves cars men women between half get future for,6,
2,0,0,1,0,6, Station cars women men country politics office natural through local price,6,
1,2,0,2,0,10, Fast country men cars women him ability board dark stand,6,
0,1,2,1,0,9, Campaign cars men politics suddenly old check employee hold brother five,6,
0,0,2,1,2,8, Group women men country politics cars itself local sell its,6,
2,1,2,2,1,10, Across politics men tough building against sister,6,
0,2,1,1,1,6, Child politics country men cars women draw feeling forward,6,
2,0,2,1,2,7, Majority country cars possible stand hit hair,6,
1,1,1,1,1,6, People women men politics bring development Mrs,6,
0,2,1,2,1,10, Not men environment seek,6,
1,1,1,0,2,6, Me men politics cars one than,6,
1,0,2,0,0,8, Either men country politics women cars get west guy today hand possible,6,
2,0,1,1,2,6, Situation men cars country that ok my similar security,6,
2,2,0,2,1,10, Serious politics women country cars men trouble else well speech national little,6,
2,0,2,2,1,9, Direction women seem wide before rest year,6,
0,2,2,0,0,9, History men cars women assume view yet call wrong,6,
1,1,1,2,2,8, System cars country debate name player budget land,6,
0,2,0,2,0,6, Government women cars men politics son product again near old peace cultural,6,
2,1,2,0,2,9, We men country women cars board total couple let would,6,
2,1,1,1,2,7, Structure women men every civil raise avoid despite consumer,6,
2,1,2,0,1,6, Throw country men cars moment own,6,
0,1,0,2,2,9, Congress cars politics treatment seem road law make,6,
1,0,2,2,0,8, Institution politics cars men women between think in think foot public,6,
1,0,2,0,1,7, Including women country cars men politics Mr forward form analysis very after difficult,6,
1,2,2,2,1,7, Card men women country politics majority while activity official,6,
2,1,2,1,2,7, Put country women politics cars international if opportunity point reduce,6,
1,0,0,0,0,10, Day women cars young wide color,6,
2,1,1,1,1,7, Unit country women men politics positive believe,6,
0,1,2,2,0,7, Beautiful cars women men best strategy attention across,6,
1,1,0,1,0,8, Follow women men country politics cars night could get,6,
1,2,1,1,2,7, Decision cars men politics women country artist dream collection,6,
0,2,0,1,2,6, Check men politics cars stand win,6,
0,2,0,2,1,10, Guy men politics country peace avoid than speak believe,6,
1,2,2,0,0,9, Term politics women country cars agent probably night make rest receive,6,
1,2,0,1,1,10, Ten men country cars nearly near blue see foreign but,6,
0,2,2,0,2,8, She women politics country cars hold on fire receive successful future,6,
1,1,1,0,1,9, Specific country politics women cars men painting face exist,6,
2,0,0,2,2,10, Tv politics women television pretty model yet gun,6,
1,1,0,2,2,6, Certainly men always clear a behavior unit,6,
0,1,1,2,0,8, Try country politics cars men instead black,6,
0,1,1,0,1,6, Process men politics country women cars way tend able whatever imagine,6,
2,0,0,1,1,7, You cars politics commercial TV fight girl,6,
2,1,1,1,1,9, Stuff politics cars women men structure suffer case if mouth expert professor,6,
1,0,0,0,2,10, Live women politics country cars men question stop set,6,
0,1,2,0,1,7, Upon women coach strong drug concern spend beyond,6,
2,1,2,0,1,8, Experience women no line since throughout Congress center,6,
0,1,0,2,1,7, When country women politics cars men weight some quite subject,6,
2,1,0,0,0,9, Unit cars drug paper but natural,6,
2,1,1,2,2,9, Imagine men find second recently really,6,
1,2,1,0,2,9, Within cars country men break environment work business one whole expert,6,
2,2,2,2,0,10, Old country politics men cars once nice structure size,6,
0,2,1,2,1,10, Lay cars men gas single its line writer whole fact,6,
1,2,0,1,0,6, Address women politics cars appear option particular reflect respond,6,
1,1,1,1,2,6, Company country war job one commercial hand fact,6,
0,1,0,0,2,8, Special politics student people design generation,6,
2,2,1,0,1,7, Toward cars raise large challenge real data,6,
0,1,2,2,0,7, Soon country politics cars table far or fact road half,6,
1,0,2,1,0,9, Activity men country politics women cars day join daughter class finally,6,
0,2,1,1,1,10, Grow politics country men women cars history shake again around subject,6,
1,1,0,0,2,6, Hair cars politics men country women growth available national,6,
0,0,2,1,2,8, Food politics country section too management,6,
2,0,2,2,2,8, Agency politics country women rock than approach whole,6,
2,1,0,1,0,7, Fund cars men women politics country themselves policy set,6,
1,0,2,0,0,7, Recently politics ask degree trouble,6,
1,1,2,1,2,10, Message men women country laugh available strategy old,6,
2,2,2,2,0,8, Focus men women politics card determine,6,
1,2,1,2,0,8, Magazine women country politics men develop sound radio general sound,6,
0,0,2,0,1,7, Hard cars women country men crime major dog,6,
1,2,1,2,0,10, Gas women country cars men doctor style present fund,6,
0,2,1,2,2,6, Huge country women control then lose fill party particularly,6,
0,1,2,0,2,6, Environmental women politics men cars country experience whole listen as,6,
2,0,2,0,1,7, Level politics country through heart among cell road these,6,
1,0,0,0,2,7, This cars politics behind stock southern piece among to,6,
2,0,1,2,1,7, Over men cars responsibility half nothing tough,6,
1,1,1,1,2,10, Important country men politics father gas prepare charge believe attention,6,
1,1,0,1,2,9, Soldier men mean certainly gun action fine address soldier,6,
0,2,0,0,2,7, Parent women men country cars history without,6,
1,2,1,0,2,9, Almost country politics cars soon positive western strategy offer western question,6,
2,1,0,1,1,9, Wife men women country politics character social large,6,
2,0,0,2,2,6, Security women country cars us consumer back seven candidate,6,
0,0,1,0,1,6, Smile country politics men technology statement building car voice debate,6,
1,1,0,2,2,8, Because country owner give place street,6,
1,2,2,2,1,8, Six women cars men country politics among short talk customer rise rich,6,
